Date,Cloud,Service,ResourceType,Team,Environment,CostCenter,Usage,Unit,UnitCost,DailyCost,TaggingStatus,TagStandard,HasRI,BusinessJustification
2023-01-03,AWS,EC2,m5.2xlarge,Untagged,Untagged,Untagged,20.41,Hours,0.384,81.24493501431019,untagged,v1.0,False,
2023-01-03,AWS,S3,s3_standard,Untagged,Untagged,Untagged,1012.51,GB-Month,0.0008,8.036423111171604,untagged,v1.0,False,
2023-01-03,AWS,S3,s3_glacier,DataScience,Untagged,Untagged,1045.29,GB-Month,0.0001,1.4311438417154911,partial,v1.0,False,
2023-01-03,AWS,EC2,t3.medium,Marketing,Production,CC-MAR,23.4,Hours,0.0416,10.128094879832707,compliant,v1.0,False,
2023-01-03,AWS,S3,s3_standard,Untagged,Untagged,Untagged,195.24,GB-Month,0.0008,1.5412318295397598,untagged,v1.0,False,
2023-01-03,AWS,RDS,rds_t3.small,Untagged,Untagged,Untagged,24.0,Hours,0.034,8.476775062468677,untagged,v1.0,False,
2023-01-03,AWS,EC2,t3.small,Finance,Production,CC-FIN,23.18,Hours,0.0208,4.953959452092085,compliant,v1.0,False,
2023-01-03,AWS,RDS,rds_t3.medium,Finance,Untagged,Untagged,24.0,Hours,0.068,16.953550124937355,partial,v1.0,False,
2023-01-03,AWS,S3,s3_ia,Finance,Staging,Untagged,218.21,GB-Month,0.0004,0.9907918904184169,partial,v1.0,False,
2023-01-03,AWS,EC2,t3.large,DevOps,Staging,Untagged,21.82,Hours,0.0832,18.82504591794992,partial,v1.0,False,
2023-01-03,AWS,EC2,c5.2xlarge,DevOps,Untagged,Untagged,19.82,Hours,0.34,69.90587226841052,partial,v1.0,False,
2023-01-03,AWS,S3,s3_standard,Untagged,Untagged,Untagged,202.83,GB-Month,0.0008,1.6513198173640282,untagged,v1.0,False,
2023-01-03,AWS,EC2,t3.medium,IT,Staging,CC-IT,20.39,Hours,0.0416,8.807039025941483,compliant,v1.0,False,
2023-01-03,AWS,EC2,m5.large,Untagged,Untagged,Untagged,22.07,Hours,0.096,22.01759756485371,untagged,v1.0,False,
2023-01-03,AWS,RDS,rds_t3.small,IT,Production,CC-IT,24.0,Hours,0.034,8.476775062468677,compliant,v1.0,False,
2023-01-03,AWS,S3,s3_standard,IT,Staging,CC-IT,215.27,GB-Month,0.0008,1.7614078051882966,compliant,v1.0,False,
2023-01-04,AWS,EC2,t3.large,Engineering,Development,Untagged,23.19,Hours,0.0832,20.036013784016877,partial,v1.0,False,
2023-01-04,AWS,EC2,m5.xlarge,Engineering,Untagged,Untagged,21.5,Hours,0.1248,27.85226091953994,partial,v1.0,True,
2023-01-04,AWS,RDS,rds_m5.large,Engineering,Untagged,Untagged,24.0,Hours,0.188,46.78739482531413,partial,v1.0,False,
2023-01-04,AWS,S3,s3_standard,Untagged,Untagged,Untagged,213.78,GB-Month,0.0008,1.6513198173640282,untagged,v1.0,False,
2023-01-04,AWS,EC2,p3.2xlarge,Untagged,Untagged,Untagged,22.09,Hours,3.06,701.3705704284149,untagged,v1.0,False,
2023-01-04,AWS,EC2,m5.2xlarge,Untagged,Untagged,Untagged,22.49,Hours,0.2496,58.23654555903806,untagged,v1.0,True,
2023-01-04,AWS,S3,s3_standard,DataScience,Development,Untagged,1031.71,GB-Month,0.0008,8.256599086820142,partial,v1.0,True,
2023-01-04,AWS,S3,s3_glacier,DataScience,Untagged,Untagged,1063.39,GB-Month,0.0001,1.4311438417154911,partial,v1.0,True,
2023-01-04,AWS,EC2,t3.medium,Untagged,Untagged,Untagged,20.1,Hours,0.0416,8.696951038117215,untagged,v1.0,False,
2023-01-04,AWS,S3,s3_standard,Marketing,Untagged,Untagged,187.7,GB-Month,0.0008,1.5412318295397598,partial,v1.0,False,
2023-01-04,AWS,RDS,rds_t3.small,Marketing,Production,CC-MAR,24.0,Hours,0.034,8.476775062468677,compliant,v1.0,False,
2023-01-04,AWS,EC2,t3.small,Finance,Production,CC-FIN,22.22,Hours,0.0208,4.843871464267816,compliant,v1.0,False,
2023-01-04,AWS,RDS,rds_t3.medium,Untagged,Untagged,Untagged,24.0,Hours,0.068,16.953550124937355,untagged,v1.0,False,
2023-01-04,AWS,S3,s3_ia,Untagged,Untagged,Untagged,185.4,GB-Month,0.0004,0.7706159147698799,untagged,v1.0,False,
2023-01-04,AWS,EC2,t3.large,Untagged,Untagged,Untagged,21.55,Hours,0.0832,18.604869942301384,untagged,v1.0,False,
2023-01-04,AWS,EC2,c5.2xlarge,Untagged,Untagged,Untagged,20.21,Hours,0.34,71.33701611012602,untagged,v1.0,False,
2023-01-04,AWS,S3,s3_standard,Untagged,Untagged,Untagged,198.17,GB-Month,0.0008,1.5412318295397598,untagged,v1.0,False,
2023-01-04,AWS,EC2,t3.medium,IT,Development,CC-IT,20.18,Hours,0.0416,8.696951038117215,compliant,v1.0,False,
2023-01-04,AWS,EC2,m5.large,IT,Production,CC-IT,22.63,Hours,0.096,22.56803750397505,compliant,v1.0,False,
2023-01-04,AWS,RDS,rds_t3.small,IT,Staging,Untagged,24.0,Hours,0.034,8.476775062468677,partial,v1.0,False,
2023-01-04,AWS,S3,s3_standard,IT,Production,CC-IT,199.15,GB-Month,0.0008,1.5412318295397598,compliant,v1.0,False,
2023-01-05,AWS,EC2,t3.large,Engineering,Untagged,Untagged,23.84,Hours,0.0832,20.58645372313822,partial,v1.0,False,
2023-01-05,AWS,EC2,m5.xlarge,Untagged,Untagged,Untagged,20.07,Hours,0.1248,25.980765126527377,untagged,v1.0,True,
2023-01-05,AWS,RDS,rds_m5.large,Untagged,Untagged,Untagged,24.0,Hours,0.188,46.897482813138396,untagged,v1.0,False,
2023-01-05,AWS,S3,s3_standard,Untagged,Untagged,Untagged,213.74,GB-Month,0.0008,1.6513198173640282,untagged,v1.0,False,
2023-01-05,AWS,EC2,p3.2xlarge,Untagged,Untagged,Untagged,22.79,Hours,3.06,724.2688718958628,untagged,v1.0,False,
2023-01-05,AWS,EC2,m5.2xlarge,DataScience,Production,CC-DAT,23.21,Hours,0.384,92.58399776020985,compliant,v1.0,False,
2023-01-05,AWS,S3,s3_standard,DataScience,Production,CC-DAT,1104.12,GB-Month,0.0008,8.807039025941483,compliant,v1.0,False,
2023-01-05,AWS,S3,s3_glacier,DataScience,Staging,CC-DAT,973.47,GB-Month,0.0001,1.3210558538912225,compliant,v1.0,False,
2023-01-05,AWS,EC2,t3.medium,Marketing,Production,Untagged,23.0,Hours,0.0416,9.90791890418417,partial,v1.0,False,
2023-01-05,AWS,S3,s3_standard,Marketing,Staging,CC-MAR,193.86,GB-Month,0.0008,1.5412318295397598,compliant,v1.0,False,
2023-01-05,AWS,RDS,rds_t3.small,Marketing,Untagged,Untagged,24.0,Hours,0.034,8.476775062468677,partial,v1.0,False,
2023-01-05,AWS,EC2,t3.small,Finance,Production,CC-FIN,22.29,Hours,0.0208,4.843871464267816,compliant,v1.0,False,
2023-01-05,AWS,RDS,rds_t3.medium,Untagged,Untagged,Untagged,24.0,Hours,0.068,16.953550124937355,untagged,v1.0,False,
2023-01-05,AWS,S3,s3_ia,Finance,Production,CC-FIN,212.74,GB-Month,0.0004,0.8807039025941483,compliant,v1.0,False,
2023-01-05,AWS,EC2,t3.large,DevOps,Untagged,Untagged,20.42,Hours,0.0832,17.614078051882966,partial,v1.0,False,
2023-01-05,AWS,EC2,c5.2xlarge,Untagged,Untagged,Untagged,18.93,Hours,0.34,66.82340860933101,untagged,v1.0,False,
2023-01-05,AWS,S3,s3_standard,DevOps,Untagged,Untagged,184.37,GB-Month,0.0008,1.4311438417154911,partial,v1.0,False,
2023-01-05,AWS,EC2,t3.medium,IT,Staging,CC-IT,20.33,Hours,0.027,5.7245753668619646,compliant,v1.0,True,
2023-01-05,AWS,EC2,m5.large,IT,Staging,Untagged,23.25,Hours,0.096,23.22856543092066,partial,v1.0,False,
2023-01-05,AWS,RDS,rds_t3.small,IT,Untagged,Untagged,24.0,Hours,0.034,8.476775062468677,partial,v1.0,False,
2023-01-05,AWS,S3,s3_standard,IT,Untagged,Untagged,200.8,GB-Month,0.0008,1.6513198173640282,partial,v1.0,False,
2023-01-06,AWS,EC2,t3.large,Untagged,Untagged,Untagged,20.48,Hours,0.0832,17.724166039707235,untagged,v1.0,False,
2023-01-06,AWS,EC2,m5.xlarge,Engineering,Production,CC-ENG,23.85,Hours,0.192,47.558010740084015,compliant,v1.0,False,
2023-01-06,AWS,RDS,rds_m5.large,Engineering,Production,Untagged,24.0,Hours,0.188,46.897482813138396,partial,v1.0,False,
2023-01-06,AWS,S3,s3_standard,Untagged,Untagged,Untagged,217.12,GB-Month,0.0008,1.7614078051882966,untagged,v1.0,False,
2023-01-06,AWS,EC2,p3.2xlarge,DataScience,Staging,Untagged,22.22,Hours,3.06,706.6547938439797,partial,v1.0,False,
2023-01-06,AWS,EC2,m5.2xlarge,DataScience,Production,CC-DAT,21.82,Hours,0.384,87.07959836899641,compliant,v1.0,False,
2023-01-06,AWS,S3,s3_standard,DataScience,Staging,Untagged,962.74,GB-Month,0.0008,7.706159147698798,partial,v1.0,False,
2023-01-06,AWS,S3,s3_glacier,DataScience,Production,CC-DAT,962.02,GB-Month,0.0001,1.3210558538912225,compliant,v1.0,False,
2023-01-06,AWS,EC2,t3.medium,Marketing,Staging,Untagged,22.33,Hours,0.027,6.275015305983307,partial,v1.0,True,
2023-01-06,AWS,S3,s3_standard,Marketing,Development,Untagged,193.7,GB-Month,0.0008,1.5412318295397598,partial,v1.0,True,
2023-01-06,AWS,RDS,rds_t3.small,Untagged,Untagged,Untagged,24.0,Hours,0.034,8.476775062468677,untagged,v1.0,False,
2023-01-06,AWS,EC2,t3.small,Finance,Staging,CC-FIN,22.45,Hours,0.0208,4.843871464267816,compliant,v1.0,False,
2023-01-06,AWS,RDS,rds_t3.medium,Finance,Production,Untagged,24.0,Hours,0.0442,11.008798782426855,partial,v1.0,True,
2023-01-06,AWS,S3,s3_ia,Finance,Production,Untagged,205.16,GB-Month,0.0004,0.8807039025941483,partial,v1.0,True,
2023-01-06,AWS,EC2,t3.large,DevOps,Production,CC-DEV,20.12,Hours,0.0832,17.39390207623443,compliant,v1.0,False,
2023-01-06,AWS,EC2,c5.2xlarge,Untagged,Untagged,Untagged,21.58,Hours,0.34,76.2909755622181,untagged,v1.0,False,
2023-01-06,AWS,S3,s3_standard,DevOps,Development,CC-DEV,203.6,GB-Month,0.0008,1.6513198173640282,compliant,v1.0,False,
2023-01-06,AWS,EC2,t3.medium,IT,Production,CC-IT,20.99,Hours,0.0416,9.02721500159002,compliant,v1.0,False,
2023-01-06,AWS,EC2,m5.large,IT,Development,CC-IT,20.91,Hours,0.096,20.916717686611022,compliant,v1.0,False,
2023-01-06,AWS,RDS,rds_t3.small,IT,Production,Untagged,24.0,Hours,0.034,8.476775062468677,partial,v1.0,False,
2023-01-06,AWS,S3,s3_standard,IT,Production,CC-IT,203.46,GB-Month,0.0008,1.6513198173640282,compliant,v1.0,False,
2023-01-07,AWS,EC2,t3.large,Engineering,Development,Untagged,20.54,Hours,0.0541,11.559238721548198,partial,v1.0,True,
2023-01-07,AWS,EC2,m5.xlarge,Engineering,Production,Untagged,20.55,Hours,0.1248,26.64129305347299,partial,v1.0,True,
2023-01-07,AWS,RDS,rds_m5.large,Engineering,Production,Untagged,24.0,Hours,0.188,46.897482813138396,partial,v1.0,False,
2023-01-07,AWS,S3,s3_standard,Engineering,Staging,Untagged,206.57,GB-Month,0.0008,1.6513198173640282,partial,v1.0,False,
2023-01-07,AWS,EC2,p3.2xlarge,Untagged,Untagged,Untagged,23.71,Hours,3.06,754.8733325110094,untagged,v1.0,False,
2023-01-07,AWS,EC2,m5.2xlarge,Untagged,Untagged,Untagged,21.84,Hours,0.384,87.29977434464496,untagged,v1.0,False,
2023-01-07,AWS,S3,s3_standard,DataScience,Production,CC-DAT,955.82,GB-Month,0.0008,7.596071159874529,compliant,v1.0,False,
2023-01-07,AWS,S3,s3_glacier,Untagged,Untagged,Untagged,933.22,GB-Month,0.0001,1.3210558538912225,untagged,v1.0,False,
2023-01-07,AWS,EC2,t3.medium,Untagged,Untagged,Untagged,22.56,Hours,0.0416,9.797830916359901,untagged,v1.0,False,
2023-01-07,AWS,S3,s3_standard,Marketing,Untagged,Untagged,208.4,GB-Month,0.0008,1.6513198173640282,partial,v1.0,False,
2023-01-07,AWS,RDS,rds_t3.small,Untagged,Untagged,Untagged,24.0,Hours,0.034,8.476775062468677,untagged,v1.0,False,
2023-01-07,AWS,EC2,t3.small,Untagged,Untagged,Untagged,20.35,Hours,0.0208,4.403519512970742,untagged,v1.0,False,
2023-01-07,AWS,RDS,rds_t3.medium,Untagged,Untagged,Untagged,24.0,Hours,0.068,16.953550124937355,untagged,v1.0,False,
2023-01-07,AWS,S3,s3_ia,Finance,Untagged,Untagged,213.72,GB-Month,0.0004,0.8807039025941483,partial,v1.0,False,
2023-01-07,AWS,EC2,t3.large,DevOps,Development,CC-DEV,18.62,Hours,0.0832,16.07284622234321,compliant,v1.0,False,
2023-01-07,AWS,EC2,c5.2xlarge,DevOps,Untagged,Untagged,19.17,Hours,0.34,67.81420049974942,partial,v1.0,False,
2023-01-07,AWS,S3,s3_standard,DevOps,Untagged,Untagged,200.13,GB-Month,0.0008,1.6513198173640282,partial,v1.0,False,
2023-01-07,AWS,EC2,t3.medium,Untagged,Untagged,Untagged,22.85,Hours,0.0416,9.90791890418417,untagged,v1.0,False,
2023-01-07,AWS,EC2,m5.large,IT,Untagged,Untagged,21.79,Hours,0.096,21.79742158920517,partial,v1.0,False,
2023-01-07,AWS,RDS,rds_t3.small,IT,Untagged,Untagged,24.0,Hours,0.034,8.476775062468677,partial,v1.0,False,
2023-01-07,AWS,S3,s3_standard,Untagged,Untagged,Untagged,217.39,GB-Month,0.0008,1.7614078051882966,untagged,v1.0,False,
2023-01-08,AWS,EC2,t3.large,Engineering,Production,CC-ENG,21.99,Hours,0.0541,12.439942624142345,compliant,v1.0,True,
2023-01-08,AWS,EC2,m5.xlarge,Engineering,Production,CC-ENG,21.73,Hours,0.192,43.48475519058608,compliant,v1.0,False,
2023-01-08,AWS,RDS,rds_m5.large,Engineering,Production,CC-ENG,24.0,Hours,0.188,47.00757080096266,compliant,v1.0,False,
2023-01-08,AWS,S3,s3_standard,Engineering,Production,CC-ENG,191.31,GB-Month,0.0008,1.5412318295397598,compliant,v1.0,False,
2023-01-08,AWS,EC2,p3.2xlarge,Untagged,Untagged,Untagged,20.98,Hours,3.06,668.7845260324314,untagged,v1.0,False,
2023-01-08,AWS,EC2,m5.2xlarge,Untagged,Untagged,Untagged,21.14,Hours,0.384,84.54757464903824,untagged,v1.0,False,
2023-01-08,AWS,S3,s3_standard,Untagged,Untagged,Untagged,1014.54,GB-Month,0.0008,8.146511098995873,untagged,v1.0,False,
2023-01-08,AWS,S3,s3_glacier,DataScience,Staging,Untagged,988.96,GB-Month,0.0001,1.3210558538912225,partial,v1.0,False,
2023-01-08,AWS,EC2,t3.medium,Marketing,Staging,Untagged,20.68,Hours,0.0416,8.917127013765752,partial,v1.0,False,
2023-01-08,AWS,S3,s3_standard,Marketing,Untagged,Untagged,212.8,GB-Month,0.0008,1.6513198173640282,partial,v1.0,False,
2023-01-08,AWS,RDS,rds_t3.small,Marketing,Production,Untagged,24.0,Hours,0.034,8.476775062468677,partial,v1.0,False,
2023-01-08,AWS,EC2,t3.small,Untagged,Untagged,Untagged,22.32,Hours,0.0208,4.843871464267816,untagged,v1.0,False,
2023-01-08,AWS,RDS,rds_t3.medium,Finance,Untagged,Untagged,24.0,Hours,0.068,16.953550124937355,partial,v1.0,False,
2023-01-08,AWS,S3,s3_ia,Finance,Production,Untagged,214.43,GB-Month,0.0004,0.8807039025941483,partial,v1.0,False,
2023-01-08,AWS,EC2,t3.large,DevOps,Production,CC-DEV,20.14,Hours,0.0832,17.39390207623443,compliant,v1.0,False,
2023-01-08,AWS,EC2,c5.2xlarge,DevOps,Production,CC-DEV,21.95,Hours,0.34,77.72211940393359,compliant,v1.0,False,
2023-01-08,AWS,S3,s3_standard,DevOps,Production,CC-DEV,189.04,GB-Month,0.0008,1.5412318295397598,compliant,v1.0,False,
2023-01-08,AWS,EC2,t3.medium,IT,Development,CC-IT,23.37,Hours,0.0416,10.128094879832707,compliant,v1.0,False,
2023-01-08,AWS,EC2,m5.large,Untagged,Untagged,Untagged,20.65,Hours,0.096,20.696541710962485,untagged,v1.0,False,
2023-01-08,AWS,RDS,rds_t3.small,IT,Untagged,Untagged,24.0,Hours,0.034,8.476775062468677,partial,v1.0,False,
2023-01-08,AWS,S3,s3_standard,IT,Untagged,Untagged,196.95,GB-Month,0.0008,1.5412318295397598,partial,v1.0,False,
2023-01-09,AWS,EC2,t3.large,Engineering,Production,Untagged,20.93,Hours,0.0832,18.16451799100431,partial,v1.0,False,
2023-01-09,AWS,EC2,m5.xlarge,Engineering,Development,CC-ENG,20.47,Hours,0.192,40.9527314706279,compliant,v1.0,False,
2023-01-09,AWS,RDS,rds_m5.large,Engineering,Development,Untagged,24.0,Hours,0.188,47.00757080096266,partial,v1.0,False,
2023-01-09,AWS,S3,s3_standard,Engineering,Production,CC-ENG,188.11,GB-Month,0.0008,1.5412318295397598,compliant,v1.0,False,
2023-01-09,AWS,EC2,p3.2xlarge,Untagged,Untagged,Untagged,22.98,Hours,3.06,732.8557349461556,untagged,v1.0,False,
2023-01-09,AWS,EC2,m5.2xlarge,DataScience,Development,CC-DAT,23.51,Hours,0.384,94.12522958974961,compliant,v1.0,False,
2023-01-09,AWS,S3,s3_standard,Untagged,Untagged,Untagged,1081.01,GB-Month,0.0008,8.586863050292946,untagged,v1.0,False,
2023-01-09,AWS,S3,s3_glacier,DataScience,Production,CC-DAT,940.18,GB-Month,0.0001,1.3210558538912225,compliant,v1.0,False,
2023-01-09,AWS,EC2,t3.medium,Marketing,Production,CC-MAR,22.56,Hours,0.0416,9.797830916359901,compliant,v1.0,False,
2023-01-09,AWS,S3,s3_standard,Untagged,Untagged,Untagged,195.95,GB-Month,0.0008,1.5412318295397598,untagged,v1.0,False,
2023-01-09,AWS,RDS,rds_t3.small,Marketing,Production,CC-MAR,24.0,Hours,0.034,8.476775062468677,compliant,v1.0,False,
2023-01-09,AWS,EC2,t3.small,Finance,Untagged,Untagged,22.34,Hours,0.0208,4.843871464267816,partial,v1.0,False,
2023-01-09,AWS,RDS,rds_t3.medium,Finance,Development,CC-FIN,24.0,Hours,0.068,17.063638112761623,compliant,v1.0,False,
2023-01-09,AWS,S3,s3_ia,Finance,Production,CC-FIN,188.14,GB-Month,0.0004,0.7706159147698799,compliant,v1.0,False,
2023-01-09,AWS,EC2,t3.large,DevOps,Untagged,Untagged,21.11,Hours,0.0832,18.27460597882858,partial,v1.0,False,
2023-01-09,AWS,EC2,c5.2xlarge,Untagged,Untagged,Untagged,22.02,Hours,0.34,78.05238336740639,untagged,v1.0,False,
2023-01-09,AWS,S3,s3_standard,Untagged,Untagged,Untagged,219.21,GB-Month,0.0008,1.7614078051882966,untagged,v1.0,False,
2023-01-09,AWS,EC2,t3.medium,IT,Production,CC-IT,21.6,Hours,0.027,6.0548393303347705,compliant,v1.0,True,
2023-01-09,AWS,EC2,m5.large,IT,Production,Untagged,21.33,Hours,0.096,21.357069637908097,partial,v1.0,False,
2023-01-09,AWS,RDS,rds_t3.small,IT,Untagged,Untagged,24.0,Hours,0.034,8.476775062468677,partial,v1.0,False,
2023-01-09,AWS,S3,s3_standard,IT,Untagged,Untagged,189.11,GB-Month,0.0008,1.5412318295397598,partial,v1.0,False,
2023-01-10,AWS,EC2,t3.large,Engineering,Production,Untagged,22.32,Hours,0.0832,19.375485857071265,partial,v1.0,False,
2023-01-10,AWS,EC2,m5.xlarge,Untagged,Untagged,Untagged,23.84,Hours,0.192,47.778186715732545,untagged,v1.0,False,
2023-01-10,AWS,RDS,rds_m5.large,Untagged,Untagged,Untagged,24.0,Hours,0.188,47.11765878878694,untagged,v1.0,False,
2023-01-10,AWS,S3,s3_standard,Engineering,Production,Untagged,212.59,GB-Month,0.0008,1.6513198173640282,partial,v1.0,False,
2023-01-10,AWS,EC2,p3.2xlarge,Untagged,Untagged,Untagged,20.76,Hours,3.06,662.9498626777452,untagged,v1.0,False,
2023-01-10,AWS,EC2,m5.2xlarge,DataScience,Production,CC-DAT,20.26,Hours,0.384,81.13484702648591,compliant,v1.0,False,
2023-01-10,AWS,S3,s3_standard,DataScience,Untagged,Untagged,992.24,GB-Month,0.0008,7.926335123347335,partial,v1.0,False,
2023-01-10,AWS,S3,s3_glacier,Untagged,Untagged,Untagged,1085.58,GB-Month,0.0001,1.5412318295397598,untagged,v1.0,False,
2023-01-10,AWS,EC2,t3.medium,Marketing,Untagged,Untagged,22.58,Hours,0.0416,9.797830916359901,partial,v1.0,False,
2023-01-10,AWS,S3,s3_standard,Marketing,Production,CC-MAR,183.32,GB-Month,0.0008,1.4311438417154911,compliant,v1.0,False,
2023-01-10,AWS,RDS,rds_t3.small,Untagged,Untagged,Untagged,24.0,Hours,0.034,8.476775062468677,untagged,v1.0,False,
