Date,Cloud,Service,ResourceType,Team,Environment,CostCenter,Usage,Unit,UnitCost,DailyCost,TaggingStatus,TagStandard,HasRI,BusinessJustification
2023-01-01,Azure,VirtualMachines,B2s,IT,Production,Untagged,23.6,Hours,0.0416,9.79771192082684,partial,v1.0,False,
2023-01-01,Azure,VirtualMachines,D2s_v3,IT,Production,Untagged,21.93,Hours,0.096,21.086380003518634,partial,v1.0,False,
2023-01-01,Azure,SQLDatabase,sql_basic,Untagged,Untagged,Untagged,24.0,Hours,0.0068,1.5974530305695933,untagged,v1.0,False,
2023-01-01,Azure,BlobStorage,blob_hot,IT,Development,CC-IT,163.63,GB-Month,0.0006,0.958471818341756,compliant,v1.0,False,
2023-01-02,Azure,VirtualMachines,D2s_v3,Untagged,Untagged,Untagged,21.74,Hours,0.096,20.873386266109353,untagged,v1.0,False,
2023-01-02,Azure,VirtualMachines,D4s_v3,Engineering,Production,CC-ENG,20.41,Hours,0.192,39.297344552012,compliant,v1.0,False,
2023-01-02,Azure,SQLDatabase,sql_s3,Engineering,Staging,CC-ENG,24.0,Hours,0.102,24.494279802067098,compliant,v1.0,False,
2023-01-02,Azure,BlobStorage,blob_hot,Engineering,Production,Untagged,162.37,GB-Month,0.0006,0.958471818341756,partial,v1.0,False,
2023-01-02,Azure,VirtualMachines,NC6s_v3,DataScience,Production,CC-DAT,21.58,Hours,3.06,661.5585483932209,compliant,v1.0,False,
2023-01-02,Azure,VirtualMachines,D4s_v3,DataScience,Development,CC-DAT,21.94,Hours,0.192,42.17276000703727,compliant,v1.0,False,
2023-01-02,Azure,BlobStorage,blob_hot,Untagged,Untagged,Untagged,840.34,GB-Month,0.0006,5.111849697822699,untagged,v1.0,False,
2023-01-02,Azure,BlobStorage,blob_archive,Untagged,Untagged,Untagged,774.58,GB-Month,0.0,0.21299373740927913,untagged,v1.0,False,
2023-01-02,Azure,VirtualMachines,B2s,Marketing,Development,Untagged,20.48,Hours,0.027,5.537837172641257,partial,v1.0,True,
2023-01-02,Azure,BlobStorage,blob_hot,Untagged,Untagged,Untagged,152.73,GB-Month,0.0006,0.958471818341756,untagged,v1.0,True,
2023-01-02,Azure,SQLDatabase,sql_basic,Untagged,Untagged,Untagged,24.0,Hours,0.0068,1.5974530305695933,untagged,v1.0,False,
2023-01-02,Azure,VirtualMachines,B2s,Finance,Production,CC-FIN,21.51,Hours,0.027,5.8573277787551765,compliant,v1.0,True,
2023-01-02,Azure,SQLDatabase,sql_s3,Finance,Untagged,Untagged,24.0,Hours,0.0663,15.974530305695934,partial,v1.0,True,
2023-01-02,Azure,BlobStorage,blob_cool,Untagged,Untagged,Untagged,138.03,GB-Month,0.0003,0.42598747481855825,untagged,v1.0,True,
2023-01-02,Azure,VirtualMachines,D2s_v3,DevOps,Staging,CC-DEV,18.5,Hours,0.0624,11.608158688805712,compliant,v1.0,True,
2023-01-02,Azure,VirtualMachines,F4s_v2,DevOps,Production,CC-DEV,20.16,Hours,0.169,34.1854948541893,compliant,v1.0,False,
2023-01-02,Azure,BlobStorage,blob_hot,DevOps,Untagged,Untagged,146.28,GB-Month,0.0006,0.8519749496371165,partial,v1.0,False,
2023-01-02,Azure,VirtualMachines,B2s,IT,Staging,CC-IT,21.28,Hours,0.0416,8.839240102485084,compliant,v1.0,False,
2023-01-02,Azure,VirtualMachines,D2s_v3,IT,Untagged,Untagged,23.89,Hours,0.096,23.003323640202147,partial,v1.0,False,
2023-01-02,Azure,SQLDatabase,sql_basic,IT,Development,CC-IT,24.0,Hours,0.0068,1.5974530305695933,compliant,v1.0,False,
2023-01-02,Azure,BlobStorage,blob_hot,IT,Production,CC-IT,155.07,GB-Month,0.0006,0.958471818341756,compliant,v1.0,False,
2023-01-03,Azure,VirtualMachines,D2s_v3,Engineering,Production,Untagged,23.18,Hours,0.096,22.364342427974307,partial,v1.0,False,
2023-01-03,Azure,VirtualMachines,D4s_v3,Untagged,Untagged,Untagged,22.4,Hours,0.192,43.13123182537902,untagged,v1.0,False,
2023-01-03,Azure,SQLDatabase,sql_s3,Engineering,Untagged,Untagged,24.0,Hours,0.102,24.60077667077174,partial,v1.0,False,
2023-01-03,Azure,BlobStorage,blob_hot,Untagged,Untagged,Untagged,164.35,GB-Month,0.0006,0.958471818341756,untagged,v1.0,False,
2023-01-03,Azure,VirtualMachines,NC6s_v3,DataScience,Production,CC-DAT,21.97,Hours,3.06,674.3381726377777,compliant,v1.0,False,
2023-01-03,Azure,VirtualMachines,D4s_v3,DataScience,Staging,Untagged,23.59,Hours,0.192,45.474162936881086,partial,v1.0,False,
2023-01-03,Azure,BlobStorage,blob_hot,DataScience,Untagged,Untagged,729.38,GB-Month,0.0006,4.472868485594861,partial,v1.0,False,
2023-01-03,Azure,BlobStorage,blob_archive,DataScience,Production,CC-DAT,735.76,GB-Month,0.0,0.21299373740927913,compliant,v1.0,False,
2023-01-03,Azure,VirtualMachines,B2s,Untagged,Untagged,Untagged,22.61,Hours,0.0416,9.47822131471292,untagged,v1.0,False,
2023-01-03,Azure,BlobStorage,blob_hot,Untagged,Untagged,Untagged,136.04,GB-Month,0.0006,0.8519749496371165,untagged,v1.0,False,
2023-01-03,Azure,SQLDatabase,sql_basic,Marketing,Production,CC-MAR,24.0,Hours,0.0068,1.5974530305695933,compliant,v1.0,False,
2023-01-03,Azure,VirtualMachines,B2s,Finance,Production,Untagged,22.07,Hours,0.0416,9.158730708599002,partial,v1.0,False,
2023-01-03,Azure,SQLDatabase,sql_s3,Finance,Development,CC-FIN,24.0,Hours,0.102,24.60077667077174,compliant,v1.0,False,
2023-01-03,Azure,BlobStorage,blob_cool,Untagged,Untagged,Untagged,136.96,GB-Month,0.0003,0.42598747481855825,untagged,v1.0,False,
2023-01-03,Azure,VirtualMachines,D2s_v3,Untagged,Untagged,Untagged,19.37,Hours,0.0624,12.140643032328908,untagged,v1.0,True,
2023-01-03,Azure,VirtualMachines,F4s_v2,DevOps,Development,Untagged,20.51,Hours,0.169,34.717979197712495,partial,v1.0,False,
2023-01-03,Azure,BlobStorage,blob_hot,DevOps,Staging,Untagged,143.69,GB-Month,0.0006,0.8519749496371165,partial,v1.0,False,
2023-01-03,Azure,VirtualMachines,B2s,IT,Development,CC-IT,21.63,Hours,0.0416,9.052233839894363,compliant,v1.0,False,
2023-01-03,Azure,VirtualMachines,D2s_v3,IT,Production,Untagged,20.66,Hours,0.096,19.9149144477676,partial,v1.0,False,
2023-01-03,Azure,SQLDatabase,sql_basic,IT,Production,CC-IT,24.0,Hours,0.0068,1.5974530305695933,compliant,v1.0,False,
2023-01-03,Azure,BlobStorage,blob_hot,IT,Untagged,Untagged,148.72,GB-Month,0.0006,0.958471818341756,partial,v1.0,False,
2023-01-04,Azure,VirtualMachines,D2s_v3,Engineering,Development,Untagged,23.57,Hours,0.096,22.683833034088224,partial,v1.0,False,
2023-01-04,Azure,VirtualMachines,D4s_v3,Untagged,Untagged,Untagged,22.47,Hours,0.192,43.3442255627883,untagged,v1.0,False,
2023-01-04,Azure,SQLDatabase,sql_s3,Engineering,Production,CC-ENG,24.0,Hours,0.102,24.60077667077174,compliant,v1.0,False,
2023-01-04,Azure,BlobStorage,blob_hot,Untagged,Untagged,Untagged,148.45,GB-Month,0.0006,0.958471818341756,untagged,v1.0,False,
2023-01-04,Azure,VirtualMachines,NC6s_v3,Untagged,Untagged,Untagged,21.75,Hours,3.06,668.2678511216133,untagged,v1.0,False,
2023-01-04,Azure,VirtualMachines,D4s_v3,Untagged,Untagged,Untagged,21.6,Hours,0.192,41.64027566351407,untagged,v1.0,False,
2023-01-04,Azure,BlobStorage,blob_hot,DataScience,Untagged,Untagged,807.87,GB-Month,0.0006,5.005352829118059,partial,v1.0,False,
2023-01-04,Azure,BlobStorage,blob_archive,DataScience,Development,CC-DAT,791.4,GB-Month,0.0,0.21299373740927913,compliant,v1.0,False,
2023-01-04,Azure,VirtualMachines,B2s,Marketing,Production,CC-MAR,23.19,Hours,0.0416,9.6912150521222,compliant,v1.0,False,
2023-01-04,Azure,BlobStorage,blob_hot,Marketing,Development,CC-MAR,157.32,GB-Month,0.0006,0.958471818341756,compliant,v1.0,False,
2023-01-04,Azure,SQLDatabase,sql_basic,Untagged,Untagged,Untagged,24.0,Hours,0.0068,1.5974530305695933,untagged,v1.0,False,
2023-01-04,Azure,VirtualMachines,B2s,Finance,Production,CC-FIN,23.92,Hours,0.0416,10.010705658236118,compliant,v1.0,False,
2023-01-04,Azure,SQLDatabase,sql_s3,Finance,Production,CC-FIN,24.0,Hours,0.102,24.60077667077174,compliant,v1.0,False,
2023-01-04,Azure,BlobStorage,blob_cool,Finance,Production,CC-FIN,140.5,GB-Month,0.0003,0.42598747481855825,compliant,v1.0,False,
2023-01-04,Azure,VirtualMachines,D2s_v3,DevOps,Development,CC-DEV,21.38,Hours,0.096,20.553895659995433,compliant,v1.0,False,
2023-01-04,Azure,VirtualMachines,F4s_v2,Untagged,Untagged,Untagged,20.2,Hours,0.169,34.29199172289394,untagged,v1.0,False,
2023-01-04,Azure,BlobStorage,blob_hot,Untagged,Untagged,Untagged,137.18,GB-Month,0.0006,0.8519749496371165,untagged,v1.0,False,
2023-01-04,Azure,VirtualMachines,B2s,IT,Untagged,Untagged,21.15,Hours,0.027,5.750830910050537,partial,v1.0,True,
2023-01-04,Azure,VirtualMachines,D2s_v3,IT,Production,Untagged,23.53,Hours,0.096,22.683833034088224,partial,v1.0,False,
2023-01-04,Azure,SQLDatabase,sql_basic,Untagged,Untagged,Untagged,24.0,Hours,0.0068,1.5974530305695933,untagged,v1.0,False,
2023-01-04,Azure,BlobStorage,blob_hot,IT,Production,Untagged,163.73,GB-Month,0.0006,0.958471818341756,partial,v1.0,False,
2023-01-05,Azure,VirtualMachines,D2s_v3,Engineering,Production,CC-ENG,21.05,Hours,0.0624,13.205611719375305,compliant,v1.0,True,
2023-01-05,Azure,VirtualMachines,D4s_v3,Untagged,Untagged,Untagged,20.68,Hours,0.192,39.93632576423983,untagged,v1.0,False,
2023-01-05,Azure,SQLDatabase,sql_s3,Engineering,Staging,Untagged,24.0,Hours,0.102,24.60077667077174,partial,v1.0,False,
2023-01-05,Azure,BlobStorage,blob_hot,Engineering,Untagged,Untagged,154.95,GB-Month,0.0006,0.958471818341756,partial,v1.0,False,
2023-01-05,Azure,VirtualMachines,NC6s_v3,Untagged,Untagged,Untagged,21.21,Hours,3.06,652.080327078508,untagged,v1.0,False,
2023-01-05,Azure,VirtualMachines,D4s_v3,DataScience,Untagged,Untagged,22.66,Hours,0.192,43.66371616890222,partial,v1.0,False,
2023-01-05,Azure,BlobStorage,blob_hot,Untagged,Untagged,Untagged,815.5,GB-Month,0.0006,5.005352829118059,untagged,v1.0,False,
2023-01-05,Azure,BlobStorage,blob_archive,DataScience,Production,CC-DAT,784.23,GB-Month,0.0,0.21299373740927913,compliant,v1.0,False,
2023-01-05,Azure,VirtualMachines,B2s,Untagged,Untagged,Untagged,23.97,Hours,0.0416,10.010705658236118,untagged,v1.0,False,
2023-01-05,Azure,BlobStorage,blob_hot,Marketing,Staging,CC-MAR,163.27,GB-Month,0.0006,0.958471818341756,compliant,v1.0,False,
2023-01-05,Azure,SQLDatabase,sql_basic,Marketing,Untagged,Untagged,24.0,Hours,0.0068,1.5974530305695933,partial,v1.0,False,
2023-01-05,Azure,VirtualMachines,B2s,Finance,Production,Untagged,23.39,Hours,0.0416,9.79771192082684,partial,v1.0,False,
2023-01-05,Azure,SQLDatabase,sql_s3,Finance,Development,CC-FIN,24.0,Hours,0.102,24.60077667077174,compliant,v1.0,False,
2023-01-05,Azure,BlobStorage,blob_cool,Finance,Production,Untagged,153.6,GB-Month,0.0003,0.5324843435231978,partial,v1.0,False,
2023-01-05,Azure,VirtualMachines,D2s_v3,DevOps,Staging,CC-DEV,19.58,Hours,0.096,18.8499457607212,compliant,v1.0,False,
2023-01-05,Azure,VirtualMachines,F4s_v2,DevOps,Development,Untagged,21.93,Hours,0.169,37.27390404662385,partial,v1.0,False,
2023-01-05,Azure,BlobStorage,blob_hot,DevOps,Production,CC-DEV,144.61,GB-Month,0.0006,0.8519749496371165,compliant,v1.0,False,
2023-01-05,Azure,VirtualMachines,B2s,IT,Untagged,Untagged,20.78,Hours,0.0416,8.732743233780443,partial,v1.0,False,
2023-01-05,Azure,VirtualMachines,D2s_v3,IT,Untagged,Untagged,23.31,Hours,0.0624,14.59007101253562,partial,v1.0,True,
2023-01-05,Azure,SQLDatabase,sql_basic,Untagged,Untagged,Untagged,24.0,Hours,0.0068,1.5974530305695933,untagged,v1.0,False,
2023-01-05,Azure,BlobStorage,blob_hot,IT,Production,CC-IT,165.75,GB-Month,0.0006,1.0649686870463957,compliant,v1.0,False,
2023-01-06,Azure,VirtualMachines,D2s_v3,Engineering,Untagged,Untagged,20.48,Hours,0.096,19.808417579062958,partial,v1.0,False,
2023-01-06,Azure,VirtualMachines,D4s_v3,Engineering,Production,Untagged,20.78,Hours,0.192,40.14931950164912,partial,v1.0,False,
2023-01-06,Azure,SQLDatabase,sql_s3,Engineering,Production,Untagged,24.0,Hours,0.102,24.60077667077174,partial,v1.0,False,
2023-01-06,Azure,BlobStorage,blob_hot,Untagged,Untagged,Untagged,165.22,GB-Month,0.0006,1.0649686870463957,untagged,v1.0,False,
2023-01-06,Azure,VirtualMachines,NC6s_v3,DataScience,Development,CC-DAT,20.06,Hours,3.06,617.255851012091,compliant,v1.0,False,
2023-01-06,Azure,VirtualMachines,D4s_v3,DataScience,Production,CC-DAT,23.79,Hours,0.192,45.90015041169965,compliant,v1.0,False,
2023-01-06,Azure,BlobStorage,blob_hot,DataScience,Production,CC-DAT,841.94,GB-Month,0.0006,5.218346566527338,compliant,v1.0,False,
2023-01-06,Azure,BlobStorage,blob_archive,Untagged,Untagged,Untagged,801.66,GB-Month,0.0,0.21299373740927913,untagged,v1.0,False,
2023-01-06,Azure,VirtualMachines,B2s,Marketing,Production,CC-MAR,21.92,Hours,0.0416,9.158730708599002,compliant,v1.0,False,
2023-01-06,Azure,BlobStorage,blob_hot,Untagged,Untagged,Untagged,150.23,GB-Month,0.0006,0.958471818341756,untagged,v1.0,False,
2023-01-06,Azure,SQLDatabase,sql_basic,Untagged,Untagged,Untagged,24.0,Hours,0.0068,1.5974530305695933,untagged,v1.0,False,
2023-01-06,Azure,VirtualMachines,B2s,Untagged,Untagged,Untagged,21.78,Hours,0.0416,9.158730708599002,untagged,v1.0,False,
2023-01-06,Azure,SQLDatabase,sql_s3,Untagged,Untagged,Untagged,24.0,Hours,0.102,24.60077667077174,untagged,v1.0,False,
2023-01-06,Azure,BlobStorage,blob_cool,Finance,Development,Untagged,156.98,GB-Month,0.0003,0.5324843435231978,partial,v1.0,False,
2023-01-06,Azure,VirtualMachines,D2s_v3,DevOps,Untagged,Untagged,20.58,Hours,0.096,19.9149144477676,partial,v1.0,False,
2023-01-06,Azure,VirtualMachines,F4s_v2,DevOps,Production,Untagged,18.88,Hours,0.169,32.0555574800965,partial,v1.0,False,
2023-01-06,Azure,BlobStorage,blob_hot,Untagged,Untagged,Untagged,156.09,GB-Month,0.0006,0.958471818341756,untagged,v1.0,False,
2023-01-06,Azure,VirtualMachines,B2s,Untagged,Untagged,Untagged,20.97,Hours,0.0416,8.732743233780443,untagged,v1.0,False,
2023-01-06,Azure,VirtualMachines,D2s_v3,IT,Production,CC-IT,21.29,Hours,0.096,20.553895659995433,compliant,v1.0,False,
2023-01-06,Azure,SQLDatabase,sql_basic,IT,Untagged,Untagged,24.0,Hours,0.0068,1.5974530305695933,partial,v1.0,False,
2023-01-06,Azure,BlobStorage,blob_hot,Untagged,Untagged,Untagged,140.79,GB-Month,0.0006,0.8519749496371165,untagged,v1.0,False,
2023-01-07,Azure,VirtualMachines,D2s_v3,Engineering,Staging,Untagged,21.12,Hours,0.096,20.447398791290794,partial,v1.0,False,
2023-01-07,Azure,VirtualMachines,D4s_v3,Engineering,Staging,CC-ENG,20.13,Hours,0.192,38.87135707719344,compliant,v1.0,False,
2023-01-07,Azure,SQLDatabase,sql_s3,Untagged,Untagged,Untagged,24.0,Hours,0.102,24.60077667077174,untagged,v1.0,False,
2023-01-07,Azure,BlobStorage,blob_hot,Engineering,Production,CC-ENG,150.93,GB-Month,0.0006,0.958471818341756,compliant,v1.0,False,
2023-01-07,Azure,VirtualMachines,NC6s_v3,DataScience,Development,CC-DAT,23.08,Hours,3.06,710.866598603469,compliant,v1.0,False,
2023-01-07,Azure,VirtualMachines,D4s_v3,Untagged,Untagged,Untagged,23.37,Hours,0.192,45.15467233076718,untagged,v1.0,False,
2023-01-07,Azure,BlobStorage,blob_hot,Untagged,Untagged,Untagged,807.26,GB-Month,0.0006,5.005352829118059,untagged,v1.0,False,
2023-01-07,Azure,BlobStorage,blob_archive,DataScience,Production,CC-DAT,733.26,GB-Month,0.0,0.21299373740927913,compliant,v1.0,False,
2023-01-07,Azure,VirtualMachines,B2s,Marketing,Staging,CC-MAR,23.78,Hours,0.0416,10.010705658236118,compliant,v1.0,False,
2023-01-07,Azure,BlobStorage,blob_hot,Untagged,Untagged,Untagged,159.44,GB-Month,0.0006,0.958471818341756,untagged,v1.0,False,
2023-01-07,Azure,SQLDatabase,sql_basic,Marketing,Development,CC-MAR,24.0,Hours,0.0068,1.5974530305695933,compliant,v1.0,False,
2023-01-07,Azure,VirtualMachines,B2s,Finance,Production,Untagged,22.75,Hours,0.0416,9.47822131471292,partial,v1.0,False,
2023-01-07,Azure,SQLDatabase,sql_s3,Finance,Production,Untagged,24.0,Hours,0.102,24.60077667077174,partial,v1.0,False,
2023-01-07,Azure,BlobStorage,blob_cool,Finance,Production,CC-FIN,155.15,GB-Month,0.0003,0.5324843435231978,compliant,v1.0,False,
2023-01-07,Azure,VirtualMachines,D2s_v3,DevOps,Production,Untagged,18.69,Hours,0.096,18.104467679788726,partial,v1.0,False,
2023-01-07,Azure,VirtualMachines,F4s_v2,DevOps,Untagged,Untagged,18.92,Hours,0.169,32.16205434880115,partial,v1.0,False,
2023-01-07,Azure,BlobStorage,blob_hot,DevOps,Production,CC-DEV,165.37,GB-Month,0.0006,1.0649686870463957,compliant,v1.0,False,
2023-01-07,Azure,VirtualMachines,B2s,IT,Untagged,Untagged,21.18,Hours,0.0416,8.839240102485084,partial,v1.0,False,
2023-01-07,Azure,VirtualMachines,D2s_v3,IT,Production,CC-IT,22.17,Hours,0.096,21.40587060963255,compliant,v1.0,False,
2023-01-07,Azure,SQLDatabase,sql_basic,IT,Untagged,Untagged,24.0,Hours,0.0068,1.5974530305695933,partial,v1.0,False,
2023-01-07,Azure,BlobStorage,blob_hot,IT,Production,Untagged,146.61,GB-Month,0.0006,0.8519749496371165,partial,v1.0,False,
2023-01-08,Azure,VirtualMachines,D2s_v3,Engineering,Production,CC-ENG,21.59,Hours,0.096,20.873386266109353,compliant,v1.0,False,
2023-01-08,Azure,VirtualMachines,D4s_v3,Engineering,Production,CC-ENG,22.85,Hours,0.192,44.19620051242542,compliant,v1.0,False,
2023-01-08,Azure,SQLDatabase,sql_s3,Engineering,Production,Untagged,24.0,Hours,0.102,24.707273539476375,partial,v1.0,False,
2023-01-08,Azure,BlobStorage,blob_hot,Untagged,Untagged,Untagged,149.42,GB-Month,0.0006,0.958471818341756,untagged,v1.0,False,
2023-01-08,Azure,VirtualMachines,NC6s_v3,Untagged,Untagged,Untagged,23.62,Hours,3.06,728.33208507103,untagged,v1.0,False,
2023-01-08,Azure,VirtualMachines,D4s_v3,DataScience,Production,Untagged,23.49,Hours,0.192,45.474162936881086,partial,v1.0,False,
2023-01-08,Azure,BlobStorage,blob_hot,Untagged,Untagged,Untagged,800.86,GB-Month,0.0006,4.89885596041342,untagged,v1.0,False,
2023-01-08,Azure,BlobStorage,blob_archive,Untagged,Untagged,Untagged,864.29,GB-Month,0.0,0.31949060611391866,untagged,v1.0,False,
2023-01-08,Azure,VirtualMachines,B2s,Marketing,Untagged,Untagged,22.73,Hours,0.0416,9.47822131471292,partial,v1.0,False,
2023-01-08,Azure,BlobStorage,blob_hot,Marketing,Staging,CC-MAR,145.26,GB-Month,0.0006,0.8519749496371165,compliant,v1.0,False,
2023-01-08,Azure,SQLDatabase,sql_basic,Marketing,Production,CC-MAR,24.0,Hours,0.0068,1.5974530305695933,compliant,v1.0,False,
2023-01-08,Azure,VirtualMachines,B2s,Finance,Development,Untagged,20.9,Hours,0.0416,8.732743233780443,partial,v1.0,False,
2023-01-08,Azure,SQLDatabase,sql_s3,Finance,Production,CC-FIN,24.0,Hours,0.102,24.707273539476375,compliant,v1.0,False,
2023-01-08,Azure,BlobStorage,blob_cool,Finance,Production,CC-FIN,154.97,GB-Month,0.0003,0.5324843435231978,compliant,v1.0,False,
2023-01-08,Azure,VirtualMachines,D2s_v3,DevOps,Staging,CC-DEV,19.11,Hours,0.096,18.530455154607285,compliant,v1.0,False,
2023-01-08,Azure,VirtualMachines,F4s_v2,DevOps,Untagged,Untagged,19.57,Hours,0.169,33.33351990455218,partial,v1.0,False,
2023-01-08,Azure,BlobStorage,blob_hot,DevOps,Production,CC-DEV,165.04,GB-Month,0.0006,1.0649686870463957,compliant,v1.0,False,
2023-01-08,Azure,VirtualMachines,B2s,IT,Untagged,Untagged,20.59,Hours,0.0416,8.626246365075804,partial,v1.0,False,
2023-01-08,Azure,VirtualMachines,D2s_v3,Untagged,Untagged,Untagged,21.7,Hours,0.096,20.979883134813992,untagged,v1.0,False,
2023-01-08,Azure,SQLDatabase,sql_basic,Untagged,Untagged,Untagged,24.0,Hours,0.0068,1.5974530305695933,untagged,v1.0,False,
2023-01-08,Azure,BlobStorage,blob_hot,IT,Untagged,Untagged,145.04,GB-Month,0.0006,0.8519749496371165,partial,v1.0,False,
2023-01-09,Azure,VirtualMachines,D2s_v3,Engineering,Production,CC-ENG,22.43,Hours,0.096,21.72536121574647,compliant,v1.0,False,
2023-01-09,Azure,VirtualMachines,D4s_v3,Engineering,Production,CC-ENG,21.57,Hours,0.192,41.746772532218706,compliant,v1.0,False,
2023-01-09,Azure,SQLDatabase,sql_s3,Engineering,Development,CC-ENG,24.0,Hours,0.102,24.707273539476375,compliant,v1.0,False,
2023-01-09,Azure,BlobStorage,blob_hot,Engineering,Staging,CC-ENG,151.67,GB-Month,0.0006,0.958471818341756,compliant,v1.0,False,
2023-01-09,Azure,VirtualMachines,NC6s_v3,DataScience,Development,Untagged,22.04,Hours,3.06,680.0890035478283,partial,v1.0,False,
2023-01-09,Azure,VirtualMachines,D4s_v3,DataScience,Production,Untagged,22.55,Hours,0.1248,28.328167075434123,partial,v1.0,True,
2023-01-09,Azure,BlobStorage,blob_hot,DataScience,Staging,CC-DAT,815.03,GB-Month,0.0006,5.005352829118059,compliant,v1.0,True,
2023-01-09,Azure,BlobStorage,blob_archive,DataScience,Staging,CC-DAT,836.8,GB-Month,0.0,0.31949060611391866,compliant,v1.0,True,
2023-01-09,Azure,VirtualMachines,B2s,Marketing,Production,CC-MAR,22.4,Hours,0.0416,9.371724446008281,compliant,v1.0,False,
2023-01-09,Azure,BlobStorage,blob_hot,Untagged,Untagged,Untagged,136.81,GB-Month,0.0006,0.8519749496371165,untagged,v1.0,False,
2023-01-09,Azure,SQLDatabase,sql_basic,Marketing,Development,Untagged,24.0,Hours,0.0068,1.5974530305695933,partial,v1.0,False,
2023-01-09,Azure,VirtualMachines,B2s,Finance,Untagged,Untagged,21.7,Hours,0.0416,9.052233839894363,partial,v1.0,False,
2023-01-09,Azure,SQLDatabase,sql_s3,Untagged,Untagged,Untagged,24.0,Hours,0.102,24.707273539476375,untagged,v1.0,False,
2023-01-09,Azure,BlobStorage,blob_cool,Finance,Untagged,Untagged,156.5,GB-Month,0.0003,0.5324843435231978,partial,v1.0,False,
2023-01-09,Azure,VirtualMachines,D2s_v3,DevOps,Untagged,Untagged,19.56,Hours,0.096,18.95644262942584,partial,v1.0,False,
2023-01-09,Azure,VirtualMachines,F4s_v2,DevOps,Staging,Untagged,20.69,Hours,0.169,35.250463541235696,partial,v1.0,False,
2023-01-09,Azure,BlobStorage,blob_hot,DevOps,Staging,CC-DEV,160.46,GB-Month,0.0006,0.958471818341756,compliant,v1.0,False,
2023-01-09,Azure,VirtualMachines,B2s,IT,Production,CC-IT,23.75,Hours,0.0416,10.010705658236118,compliant,v1.0,False,
2023-01-09,Azure,VirtualMachines,D2s_v3,IT,Untagged,Untagged,22.16,Hours,0.096,21.40587060963255,partial,v1.0,False,
2023-01-09,Azure,SQLDatabase,sql_basic,IT,Production,CC-IT,24.0,Hours,0.0068,1.5974530305695933,compliant,v1.0,False,
2023-01-09,Azure,BlobStorage,blob_hot,Untagged,Untagged,Untagged,145.17,GB-Month,0.0006,0.8519749496371165,untagged,v1.0,False,
2023-01-10,Azure,VirtualMachines,D2s_v3,Engineering,Staging,CC-ENG,21.55,Hours,0.096,20.873386266109353,compliant,v1.0,False,
2023-01-10,Azure,VirtualMachines,D4s_v3,Engineering,Development,Untagged,20.37,Hours,0.192,39.51033828942128,partial,v1.0,False,
